Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25239	Legend's Glaive	10670537	1	1067.0537	1067.0537	991.8	46.4	1071.75	23.23	0.0094	3.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25242	Telaari Longbow	180881182	1	18088.1182	18088.1182	18524.62	6270.85	21604.04	5964.28	0.0497	1.43	0.14	0.0979
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25245	Razorsong Bow	0	0	0	0	2500	1396.72	3333.33	842.33	0.2594	0.64	0.07	0.1094
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25246	Thalassian Compound Bow	103090000	1	10309	10309	10483	4551.15	8731.2	4454.07	-0.0321	1.43	0.07	0.049
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25248	Talbuk Hunting Bow	0	0	0	0	28632.19	9867.11	18551.76	8259.14	-0.0294	1.5	0.07	0.0467
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25249	Ranger's Recurved Bow	0	0	0	0	700	0	700	0	0	0.14	0.07	0.5
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25250	Rocslayer Longbow	0	0	0	0	15000	4044.87	17535.87	2992.32	0.0398	1.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25251	Orc Flatbow	12888099	1	1288.8099	1288.8099	1666.57	1203.89	1396.2	1393.19	0.0241	0.29	0.07	0.2414
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25252	Dream Catcher Bow	981611	2	98.1612	98.1612	98.16	0	98.16	0	0	1.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25257	Citadel Crossbow	20010167	1	2001.0167	2001.0167	1250	344.4	1632.35	268.42	0.0382	0.86	0.07	0.0814
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25259	Collapsible Crossbow	0	0	0	0	2994.82	1678.62	3993.09	1012.33	0.2613	0.64	0.07	0.1094
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25260	Archer's Crossbow	0	0	0	0	1000	0	1000	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25262	Battle Damaged Crossbow	19899180	2	1989.918	1989.918	678	1479.7	677.98	1349.19	-0.065	2.36	0.07	0.0297
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25263	Assassins' Silent Crossbow	0	0	0	0	15000	5657.75	19163.35	4811.7	0.0803	0.71	0.07	0.0986
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25264	Pocket Ballista	12264312	1	1226.4312	1226.4312	1226.43	847.45	1921.5	442.73	0.1446	1.14	0.07	0.0614
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25265	Barreled Crossbow	0	0	0	0	812.18	206.02	302.79	130.14	-0.1519	0.5	0.07	0.14
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25266	Well-Balanced Crossbow	934416	2	93.4416	93.4416	958.16	840.31	70.08	533.89	-0.1642	2.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25267	Rampant Crossbow	981864	2	98.1864	98.1864	98.19	334.44	73.64	182.57	-0.1539	3.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25269	Longbeard Rifle	73690000	1	7369	7369	7066	853.58	7511.3	410.71	0.0194	1.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25271	Croc-Hunter's Rifle	13499999	2	1349.9999	1349.9999	2000	1015.46	2354.08	890.54	-0.0083	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25272	PC-54 Shotgun	67440000	2	6744	6744	6164	1877.59	7219.29	1480.8	0.0421	1.79	0.07	0.0391
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25273	Sawed-Off Shotgun	0	0	0	0	20683.32	964.96	21928.59	375.59	0.0116	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25277	Sporting Rifle	0	0	0	0	11489.47	334.88	11005.09	239.24	-0.0039	1.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25278	Nesingwary Longrifle	0	0	0	0	4844.18	0	4844.18	0	0	0.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25279	Sen'jin Longrifle	1750000	1	175	175	903.68	238.19	570.26	181.38	-0.0458	1.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25280	Game Hunter Musket	1009908	3	100.9908	100.9908	2058	1450.23	75.74	669.78	-0.1644	2.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25282	Mahogany Wand	21185225	1	2118.5225	2118.5225	1840.3	326.73	2337.07	135.58	0.0432	0.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25283	Crystallized Ebony Wand	2768615	1	276.8615	276.8615	257.92	17.42	283.22	4.95	0.016	0.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25284	Purpleheart Wand	450000	2	45	45	607.34	405.45	322.08	386.29	-0.0655	2.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25285	Bloodwood Wand	130492945	1	13049.2945	13049.2945	13049.29	0	13049.29	0	0	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25286	Yew Wand	815124	4	81.5124	81.5124	81.51	272.13	11.67	131.07	-0.1779	3.14	0.07	0.0223
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25287	Magician's Wand	836268	2	83.6268	83.6268	150.5	117.98	20.25	77.36	-0.1284	4.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25288	Conjurer's Wand	4913276	2	491.3276	491.3276	359.66	68.03	265.47	50.63	-0.0321	3.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25289	Majestic Wand	0	0	0	0	31	612.85	1141.36	155.89	0.5157	0.57	0.07	0.1228
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25290	Solitaire Wand	8015940	2	801.594	801.594	801.59	239.42	524.3	204.87	-0.0391	2	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25291	Nobility Torch	0	0	0	0	1453.62	616.81	1619.89	643.07	0.0178	1.07	0.07	0.0654
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25292	Mechano-Wand	310000	5	31	31	94.43	110.77	16.9	54.53	-0.1567	4	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25293	Draenethyst Wand	174898	8	17.4899	17.4899	30.72	7.14	21.12	5.48	-0.0384	6.86	0.07	0.0102
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25294	Dragonscale Wand	264385	8	26.4385	13.0351	72.96	14.1	55.12	9.89	-0.0343	10.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25295	Flawless Wand	510000	6	51	51	108.51	65.24	104.24	61.86	-0.027	4.36	0.07	0.0161
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25296	Absorption Dagger	0	0	0	0	200	57.74	150	29.28	-0.1008	0.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25297	Tuning Knife	633468	2	63.3468	63.3468	63.35	58.95	47.51	24.24	-0.0896	1.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25298	Combustion Dagger	650808	2	65.0808	65.0808	65.08	108.78	40.24	73.46	-0.0962	1.93	0.07	0.0363
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25299	Siphoning Dagger	620940	1	62.094	62.094	62.09	43.95	52.71	46.15	-0.0122	1.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25300	Lightning Dagger	34500000	1	3450	3450	3450	0	3464	0	0.0003	0.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25301	Shattering Dagger	9559552	1	955.9552	955.9552	835	822.53	11.67	419.78	-0.1649	0.86	0.07	0.0814
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25302	Soul-Drain Dagger	670836	2	67.0836	67.0836	67.08	935.19	13.13	613.1	-0.2005	3.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25303	Amplifying Blade	15708144	1	1570.8144	1570.8144	1165.46	473.86	1271.5	469.82	0.0241	2.93	0.07	0.0239
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25304	Destructo-Blade	1750000	3	175	175	488.01	138.02	452.27	133.59	0.0038	4.14	0.14	0.0338
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25305	Elemental Dagger	721764	5	72.1764	72.1764	72.18	501.48	54.13	235.7	-0.1706	4.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25306	Permafrost Dagger	727769	10	72.7769	71.2126	73.88	33.66	47.59	26.86	-0.0582	12.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25307	Shadow Dagger	208260	11	20.826	16	28.08	14.26	36.82	14.11	0.0251	11.14	0.07	0.0063
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25308	Thunder Spike	208384	9	20.8384	20.8	22.95	6.99	25.54	6.74	0.0003	12.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25309	Warpdagger	168542	13	16.8543	16.5759	23.09	8.45	30.3	7.92	0.0244	10.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25312	Glorious Scepter	6350000	1	635	635	44.56	10.5	59.41	4.35	0.0513	0.43	0.07	0.1628
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25314	Ceremonial Hammer	0	0	0	0	419.06	194.68	352.24	190.18	-0.0303	2.29	0.07	0.0306
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25315	Restorative Mace	7522290	1	752.229	752.229	1550	1028.37	18.75	521.04	-0.1457	0.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25316	Spirit-Clad Mace	34792131	1	3479.2131	3479.2131	3380.82	2381.05	3764.69	2200.65	0.0612	0.5	0.14	0.28
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25317	Lesser Sledgemace	25620000	1	2562	2562	2407.87	161.07	2575.09	60.15	0.0124	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25318	Ancestral Hammer	310000	2	31	31	232.3	78.96	124.72	60.79	-0.053	1.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25319	Tranquility Mace	15861140	1	1586.114	1586.114	1466.62	138.24	1645.69	92.73	0.0169	2.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25320	Queen's Insignia	722388	2	72.2388	72.2388	510.67	321.75	54.18	118.92	-0.145	3.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25321	Divine Hammer	739295	1	73.9296	73.9296	73.93	43.08	55.45	19.94	-0.0691	3.64	0.29	0.0797
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25322	Lordly Scepter	309900	10	30.99	30.9899	75.64	46.29	54.12	46.7	-0.037	9.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25323	Ascendant's Scepter	1358414	2	135.8414	135.8414	132	51.01	45.04	26.16	-0.0881	4.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25324	Angerstaff	29768350	1	2976.835	2976.835	2976.84	2743.8	225	2125.71	-0.1351	2	0.07	0.035
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25325	Brutal Scar-Limb	39406591	1	3940.6591	3940.6591	3940.66	541.11	3890.32	571.74	-0.0053	0.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25326	Primal Lore-Staff	0	0	0	0	77.87	0	77.87	0	0	0.14	0.07	0.5
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25329	Tranquility Staff	0	0	0	0	18.77	0	18.77	0	0	0.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25332	Reflective Staff	0	0	0	0	10166.47	4831.63	4314.39	3812.46	-0.061	2.14	0.07	0.0327
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25333	Purification Staff	13129999	3	1312.9999	1312.9999	999	405.12	1207.25	401.02	0.0297	4.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25334	Intimidating Greatstaff	975635	3	97.5636	97.5636	97.56	301.1	28.79	131.21	-0.1651	5.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25335	Feral Warp-Staff	998275	3	99.8275	99.8275	724	465.55	74.87	347.28	-0.1252	3.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25336	Splintering Greatstaff	919900	3	91.99	91.99	182.24	146.27	68.99	69.65	-0.126	4.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25337	Swarming Sting-Staff	22323831	2	2232.3831	2232.3831	2300	923.91	1308.76	816.99	-0.0512	3.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25347	Dilapidated Cloth Shoulderpads	0	0	0	0	70	0	70	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25396	Deteriorating Plate Shoulderpads	6662108	1	666.2108	666.2108	666.21	0	680.21	0	0.0015	0.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25399	Deteriorating Blade	0	0	0	0	5.59	0	5.59	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25409	Resilient Tail Hair	0	0	0	0	15.55	0	15.55	0	0	4.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25438	Malachite Pendant	0	0	0	0	0.2	6.59	6.84	5.56	0.1224	5.93	0.36	0.0607
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25439	Tigerseye Band	0	0	0	0	0.1	1.09	0.05	0.62	-0.2469	3.14	0.29	0.0924
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25463	Pair of Ivory Tusks	0	0	0	0	65	38.22	80.06	13.28	0.1346	2.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25466	Broken Antenna	200	4	0.02	0.02	0.02	0	0.02	0	0	0.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25649	Knothide Leather Scraps	11570	201	1.157	0.304	0.51	0.27	0.47	0.27	-0.0174	227	2.14	0.0094
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25650	Knothide Armor Kit	132688	1	13.2688	13.2688	11.91	0.93	12.25	0.75	-0.0026	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25653	Riding Crop	332099999	2	33209.9999	33209.9999	33194.47	6881.88	34719.81	6563.87	0.014	1.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25655	Felscale Boots	11532037	1	1153.2037	1153.2037	1111.35	13.45	1134.48	6.78	0.0025	1.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25656	Felscale Pants	20926999	2	2092.6999	2092.6999	2076.55	9.28	2089.96	3.16	0.001	2.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25660	Scaled Draenic Vest	22348718	1	2234.8718	2234.8718	2023.75	217.6	2038.7	220.44	0.0036	2.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25661	Scaled Draenic Gloves	9312837	1	931.2837	931.2837	907.07	19.11	931.64	4.85	0.0046	1.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25662	Scaled Draenic Pants	25740664	1	2574.0664	2574.0664	2599.72	15.91	2571.97	8.29	-0.001	3.29	0.07	0.0213
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25668	Thick Draenic Boots	8764418	15	876.4418	876.4418	850.65	385.49	270.98	268.36	-0.0847	7.43	1.29	0.1736
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25670	Thick Draenic Pants	0	0	0	0	20	0	20	0	0	1	0.07	0.07
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25671	Thick Draenic Vest	10572260	2	1057.226	1057.226	1038.02	14.53	1061.85	4.59	0.0032	3.29	0.21	0.0638
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25674	Wild Draenish Gloves	999999	5	99.9999	99.9999	150	15.5	132.14	13.02	-0.0146	8.07	0.79	0.0979
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25675	Wild Draenish Leggings	0	0	0	0	20	0	20	0	0	0.57	0.14	0.2456
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25680	Stylin' Purple Hat	259990000	2	25999	25999	39999.99	5682.8	33098.28	4083.7	-0.0124	2.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25681	Stylin' Adventure Hat	0	0	0	0	46000	0	46014	0	0	0.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25682	Stylin' Jungle Hat	487500000	1	48750	48750	19250.83	1405.35	18580.84	1410.66	-0.0046	5.57	0.07	0.0126
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25683	Stylin' Crimson Hat	279356394	1	27935.6394	27935.6394	31939.88	3645.04	26335.08	719.17	-0.026	2.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25685	Fel Leather Gloves	132180000	1	13218	13218	13190	1121.38	14075.26	590.6	0.0149	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25690	Heavy Clefthoof Leggings	0	0	0	0	27665.18	1985.79	36651.81	888.07	0.0274	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25699	Crystal Infused Leather	16000	11	1.6	1.6	21.9	10.41	14.9	10.22	-0.034	19.57	0.43	0.022
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25700	Fel Scales	236336	4	23.6336	23.6336	23.4	9.29	17.95	8.07	-0.0038	38.57	1.29	0.0334
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25707	Fel Hide	24800	3	2.48	2.48	40.82	162.76	90.04	162.1	-0.0024	10.07	0.36	0.0357
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25708	Thick Clefthoof Leather	150000	16	15	15	39.8	19.94	14.68	15.5	-0.0707	50.07	1.14	0.0228
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25719	Arakkoa Feather	0	0	0	0	1.21	0.34	1.36	0.24	0.0397	43.21	1.86	0.043
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25744	Dampscale Basilisk Eye	0	0	0	0	75	50.75	100	29.3	-0.2567	2.86	0.71	0.2483
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25802	Dreadfang Venom Sac	0	0	0	0	50.02	24.16	64.36	23.73	0.0374	52.36	0.79	0.0151
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25867	Earthstorm Diamond	0	0	0	0	4531.82	557.69	6042.42	210.79	0.0572	0.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25887	Schematic: Purple Smoke Flare	70018211	1	7001.8211	7001.8211	6452.9	276.83	6892.49	101.18	0.0093	1.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	25907	Design: Destructive Skyfire Diamond	0	0	0	0	17454.33	3426.9	23272.44	1532.56	0.0967	0.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27425	Spotted Feltail	0	0	0	0	1.8	1.3	0	0.68	-0.1512	2.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27429	Zangarian Sporefish	137432	39	13.7432	13.7432	12	3.34	9.28	2.8	-0.0122	40.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27435	Figluster's Mudfish	0	0	0	0	0	0	0	0	0	0.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27438	Golden Darter	0	0	0	0	2	1.62	4.92	0.56	0.091	18.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27439	Furious Crawdad	0	0	0	0	9	6.6	13.94	5.75	0.1066	21.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27498	Scroll of Agility V	0	0	0	0	10	0	10	0	0	1.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27499	Scroll of Intellect V	0	0	0	0	5.02	5.57	0.03	0.78	-0.1646	1.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27500	Scroll of Protection V	0	0	0	0	10	0	10	0	0	0.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27501	Scroll of Versatility V	0	0	0	0	2	0.71	2.67	0.32	0.1636	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27503	Scroll of Strength V	0	0	0	0	1	3.28	8	1.04	0.1637	3.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27515	Huge Spotted Feltail	0	0	0	0	289.99	120.09	171.41	102.34	-0.0355	2.14	0.14	0.0654
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27516	Enormous Barbed Gill Trout	2999900	1	299.99	299.99	299.99	0.54	300.22	0.38	0.0003	1.14	0.07	0.0614
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27651	Buzzard Bites	0	0	0	0	2	0.43	2.67	0.29	0.1753	7.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27657	Blackened Basilisk	0	0	0	0	13.2	0	13.2	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27658	Roasted Clefthoof	0	0	0	0	13.06	0	13.06	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27659	Warp Burger	0	0	0	0	1.5	0	1.5	0	0	2.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27660	Talbuk Steak	0	0	0	0	25.92	12.69	52.8	6.52	0.0657	0.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27662	Feltail Delight	0	0	0	0	15.94	0	15.94	0	0	0.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27668	Lynx Meat	0	0	0	0	0.56	1.13	1.42	1.07	0.0674	20.07	0.86	0.0429
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27669	Bat Flesh	33973	17	3.3973	2.995	0.04	2.27	4	0.42	0.1749	6.86	2.21	0.3222
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27671	Buzzard Meat	4600	18	0.46	0.46	0.48	0.24	0.34	0.15	-0.068	73.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27674	Ravager Flesh	0	0	0	0	0.34	0.14	0.54	0.11	0.0509	62.57	2.5	0.04
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27677	Chunk o' Basilisk	0	0	0	0	1.24	0.37	0.56	0.21	-0.0677	8.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27678	Clefthoof Meat	0	0	0	0	4.88	2.45	0.67	1.16	-0.1126	33.43	0.57	0.0171
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27681	Warped Flesh	0	0	0	0	10	50.66	16.51	44.15	-0.0683	9.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27682	Talbuk Venison	35599	18	3.5599	3.5599	3.56	1.06	2.06	0.74	-0.0423	64.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27684	Recipe: Buzzard Bites	5000000	1	500	500	500	496.4	516.96	511.39	-0.0196	1.64	0.14	0.0854
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27686	Recipe: Roasted Moongraze Tenderloin	39306800	2	3930.68	3930.68	3931	2269.91	2026.22	1770.89	-0.0259	3.79	0.36	0.095
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27688	Recipe: Ravager Dog	307500	2	30.75	30.75	30	43.6	38.64	43.71	-0.0084	2.5	0.29	0.116
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27690	Recipe: Blackened Basilisk	0	0	0	0	30	0.19	29.88	0.14	-0.0008	1.21	0.14	0.1157
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27691	Recipe: Roasted Clefthoof	0	0	0	0	30	6.66	33.32	6.05	0.0231	1.29	0.14	0.1085
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27692	Recipe: Warp Burger	0	0	0	0	30	0	30	0	0	1.71	0.07	0.0409
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27693	Recipe: Talbuk Steak	0	0	0	0	30	6.66	33.32	6.05	0.0231	1.29	0.14	0.1085
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27694	Recipe: Blackened Trout	300000	1	30	30	30	0.2	30.11	0.2	0.0002	1.29	0.29	0.2248
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27695	Recipe: Feltail Delight	300000	1	30	30	30	0	30	0	0	1.21	0.29	0.2397
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27696	Recipe: Blackened Sporefish	300000	1	30	30	30	0.06	29.97	0.05	-0.0002	1.36	0.14	0.1029
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	27697	Recipe: Grilled Mudfish	0	0	0	0	30	3.88	32	3.48	0.0137	1.43	0.14	0.0979
